X,Y,OBJECTID,STOPID,STOPCODE,STOPNAME,STOPDESC,LOCATIONTYPE,STOPLAT,STOPLON,PARENTSTATION,MODE
1757439.5499,5921071.2044,435634,1002-c8bb8209,1002,Stop A Lower Albert,,Stop,-36.84316,174.76576,31986-b1e95b83,Bus
1757415.9244,5920999.5021,435635,1003-ea94d2b2,1003,Stop B Lower Albert,,Stop,-36.84381,174.76551,31986-b1e95b83,Bus
1757414.5815,5920975.1106,435636,1004-42737000,1004,Stop C Lower Albert,,Stop,-36.84403,174.7655,31986-b1e95b83,Bus
1757434.3325,5921030.2371,435637,1005-c105552e,1005,Stop D Lower Albert,,Stop,-36.84353,174.76571,31986-b1e95b83,Bus
1757400.848,5921100.7754,435638,1006-3a3acd71,1006,Stop E Lower Albert,,Stop,-36.8429,174.76532,31986-b1e95b83,Bus
1764744.3319,5909978.4064,435639,1015-988bebe8,1015,Water Street,,Stop,-36.94186,174.85006,,Bus
1758276.0826,5920773.801,435640,1018-1ed97058,1018,Woolworths Quay Street,,Stop,-36.8457,174.7752,,Bus
1762331.4546,5913689.7333,435641,1021-69759944,1021,Portman Road/Penrose Road,,Stop,-36.90884,174.82218,,Bus
1762536.268,5913820.1132,435642,1022-f667c7a2,1022,Rydal Drive,,Stop,-36.90763,174.82445,,Bus
1762458.393,5913383.2002,435643,1023-ca6f2b92,1023,Cotswold Lane,,Stop,-36.91158,174.82367,,Bus
1755130.0484,5919596.4625,435644,1024-e293ba7b,1024,Richmond Road School,,Stop,-36.85683,174.74017,,Bus
1759667.8586,5912240.7826,435645,1025-a0d7dfbb,1025,Church Street/Victoria Street,,Stop,-36.92235,174.7926,,Bus
1762451.2444,5913382.227,435646,1026-36fb2013,1026,Cotswold Lane,,Stop,-36.91159,174.82359,,Bus
1757812.557,5919009.9947,435647,1028-415317ed,1028,Park Road/Auckland City Hospital,,Stop,-36.86167,174.77037,11765-31dc890c,Bus
1763924.0115,5918907.8012,435648,1030-2d11fbea,1030,Kohimarama Road/Selwyn College,,Stop,-36.86155,174.83892,,Bus
1757843.1946,5920037.1357,435649,1031-6ceef13a,1031,University of Auckland,,Stop,-36.85241,174.7705,,Bus
1757820.6587,5912962.308,435650,1033-825b97b4,1033,Pleasant Street,,Stop,-36.91616,174.77172,,Bus
1759092.06,5911947.4874,435651,1038-42c41fbb,1038,Princes Street/Onehunga Station,,Stop,-36.92509,174.7862,,Bus
1759052.1602,5911910.4997,435652,1039-4731e87c,1039,Onehunga Station,,Stop,-36.92543,174.78576,,Bus
1759042.362,5911910.6832,435653,1040-cf3cfcd1,1040,Onehunga Station,,Stop,-36.92543,174.78565,,Bus
1757842.0392,5912961.9107,435654,1042-0f2d51b6,1042,Pleasant Street,,Stop,-36.91616,174.77196,,Bus
1756089.4797,5917446.9464,435655,1043-7dff423e,1043,Stop C Valley Road Shops,,Stop,-36.87604,174.75137,11435-3c216b82,Bus
1751968.8301,5915122.1596,435656,1044-9df25e7e,1044,Avondale Motor Park,,Stop,-36.89766,174.70562,,Bus
1763982.9883,5916092.0025,435657,1045-8ca3b505,1045,Tihi Street,,Stop,-36.88691,174.84019,,Bus
1763993.5758,5916086.2489,435658,1046-e0d2e070,1046,Tihi Street,,Stop,-36.88696,174.84031,,Bus
1766074.6037,5919063.6701,435659,1047-3081510a,1047,Riddell Road/Sierra Street,,Stop,-36.85977,174.863,,Bus
1752283.2011,5919040.8037,435660,1049-345fb194,1049,Moa Road,,Stop,-36.8623,174.70836,,Bus
1785140.9545,5926714.6725,435661,1050-04873394,1050,Sixth Avenue,,Stop,-36.7873,175.0749,,Bus
1752948.3662,5919432.8456,435662,1051-f88a35be,1051,Meola Road/MOTAT,,Stop,-36.85866,174.71574,,Bus
1756834.5334,5920574.0657,435663,1053-6f2a0ca4,1053,Graham Street,,Stop,-36.84774,174.75908,,Bus
1752886.8861,5919386.2285,435664,1054-60dab476,1054,Meola Road/MOTAT,,Stop,-36.85909,174.71506,,Bus
1752199.2822,5918985.7049,435665,1056-f34e829a,1056,Moa Road,,Stop,-36.86281,174.70743,,Bus
1756465.8392,5921382.1419,435666,1060-00b64ee7,1060,Wynyard Quarter,,Stop,-36.84052,174.75478,,Bus
1756541.6773,5921382.9681,435667,1061-66bf9107,1061,Wynyard Quarter,,Stop,-36.8405,174.75563,,Bus
1756404.7261,5920871.6351,435668,1063-e1383615,1063,Daldy Street/Gaunt Street,,Stop,-36.84513,174.7542,,Bus
1756415.1663,5920905.848,435669,1065-7eec1630,1065,Daldy Street/Gaunt Street,,Stop,-36.84482,174.75431,,Bus
1756489.4825,5921115.3496,435670,1067-cfcee32d,1067,Madden Street,,Stop,-36.84292,174.7551,,Bus
1756486.201,5921130.9474,435671,1068-219ccd66,1068,Madden Street,,Stop,-36.84278,174.75506,,Bus
1757168.0068,5919408.1432,435672,1069-6968c8a2,1069,Symonds Street Cemetery,,Stop,-36.85819,174.76306,,Bus
1756439.0887,5920994.1946,435673,1072-e2b9e025,1072,Daldy Street/Gaunt Street,,Stop,-36.84402,174.75456,,Bus
1762319.1085,5913696.6285,435674,1074-b75c79fe,1074,Portman Road/Penrose Road,,Stop,-36.90878,174.82204,,Bus
1754340.4168,5916676.4609,435675,1075-e6b31aa2,1075,Stop F St Lukes,,Stop,-36.88327,174.73191,11512-df624f43,Bus
1754348.0352,5916654.1263,435676,1077-73eda340,1077,Stop E St Lukes,,Stop,-36.88347,174.732,11838-df624f43,Bus
1756676.392,5920462.6645,435677,1079-d80fd2d6,1079,Sale Street,,Stop,-36.84877,174.75733,,Bus
1749532.123,5916046.547,435678,1081-dbb1d74b,1081,Maple Street,,Stop,-36.88972,174.6781,,Bus
1757043.0955,5920323.8397,435679,1083-c5d88fd1,1083,SkyCity Auckland,,Stop,-36.84996,174.76147,,Bus
1756927.5567,5919765.5056,435680,1084-86d2233d,1084,80 Greys Avenue,,Stop,-36.85501,174.76029,,Bus
1757145.6776,5919406.3358,435681,1086-7cb98707,1086,Symonds Street Cemetery,,Stop,-36.85821,174.76281,,Bus
1756941.8388,5920346.7933,435682,1088-d1b8ae2b,1088,International Convention Centre,,Stop,-36.84977,174.76033,,Bus
1756933.1883,5920361.3806,435683,1089-d1686dd6,1089,International Convention Centre,,Stop,-36.84964,174.76023,,Bus
1756816.9775,5920395.7066,435684,1090-90cb0d20,1090,Nelson Street,,Stop,-36.84935,174.75892,,Bus
1766619.8503,5918943.134,435685,1091-b63dfa67,1091,Riddell Road,,Stop,-36.86076,174.86914,,Bus
1765383.3961,5914156.9679,435686,1093-2ae686ec,1093,Sunset View Road,,Stop,-36.9041,174.85632,,Bus
1757409.7672,5920183.8891,435687,1094-6661423a,1094,Lorne Street,,Stop,-36.85116,174.76561,,Bus
1757005.669,5920567.5826,435688,1095-d2168523,1095,Vogel Lane,,Stop,-36.84777,174.761,,Bus
1757862.8855,5919944.6542,435689,1096-83f5e701,1096,University of Auckland,,Stop,-36.85324,174.77074,,Bus
1758564.9415,5915311.3214,435690,1097-9a3c48be,1097,Greenlane Clinical Centre Main Entrance,,Stop,-36.89487,174.77958,,Bus
1764127.2105,5910361.0698,435691,1099-71db249d,1099,Luke Street,,Stop,-36.93852,174.84305,,Bus
1784931.481,5926730.3148,435692,1100-ebb7ccab,1100,Seventh Avenue/The Strand,,Stop,-36.7872,175.07255,,Bus
1785705.6236,5926569.1994,435693,1101-c120d962,1101,Fourth Avenue,,Stop,-36.7885,175.08126,,Bus
1785701.6687,5926592.596,435694,1102-45061483,1102,Fourth Avenue/The Strand,,Stop,-36.78829,175.08121,,Bus
1785520.6799,5926111.4515,435695,1103-b8016f4f,1103,Sea View Road,,Stop,-36.79266,175.0793,,Bus
1785712.6134,5926398.1031,435696,1104-38147e5e,1104,Tin Boat Reserve,,Stop,-36.79004,175.08138,,Bus
1785390.8574,5926012.1511,435697,1105-3ae67352,1105,Totara Road,,Stop,-36.79358,175.07787,,Bus
1785525.4552,5926125.778,435698,1106-2ee81654,1106,Sea View Road,,Stop,-36.79253,175.07935,,Bus
1784812.6125,5925241.0215,435699,1107-e332b5de,1107,Waiheke Golf Course,,Stop,-36.80064,175.07158,,Bus
1785389.2898,5926022.1754,435700,1108-bceda70d,1108,Totara Road,,Stop,-36.79349,175.07785,,Bus
1784656.2811,5925194.4565,435701,1109-399dce14,1109,Museum and Historical Village,,Stop,-36.80109,175.06984,,Bus
1784833.4226,5925253.8908,435702,1110-8cfc2e4a,1110,Waiheke Golf Course,,Stop,-36.80052,175.07181,,Bus
1784329.6549,5925157.1209,435703,1111-32e93f6c,1111,Vineyards,,Stop,-36.80149,175.06619,,Bus
1784645.6462,5925198.0168,435704,1112-6ccb543f,1112,Museum and Historical Village,,Stop,-36.80106,175.06972,,Bus
1783569.7033,5923194.3546,435705,1113-31a2d64f,1113,McMillan Road,,Stop,-36.81932,175.05815,,Bus
1784294.1813,5925167.8777,435706,1114-fdda6ed5,1114,Vineyards,,Stop,-36.8014,175.06579,,Bus
1783480.906,5923919.9966,435707,1115-c5d42b72,1115,5 O'Brien Road,,Stop,-36.8128,175.05698,,Bus
1783466.4387,5923579.5333,435708,1116-a856f1e4,1116,Valley Road,,Stop,-36.81587,175.0569,,Bus
1783527.6745,5924185.3935,435709,1117-cc4450cf,1117,Te Whau Drive,,Stop,-36.8104,175.05744,,Bus
1783519.1438,5924162.2668,435710,1118-ac8d0078,1118,Te Whau Drive,,Stop,-36.81061,175.05735,,Bus
1783955.3309,5924398.181,435711,1119-d0097020,1119,Gordons Road,,Stop,-36.8084,175.06218,,Bus
1783853.3032,5924592.4144,435712,1120-36f73932,1120,Rangihoua Onetangi Sports Park,,Stop,-36.80667,175.06099,,Bus
1783877.1526,5924580.8,435713,1121-095b53b3,1121,2 O'Brien Road,,Stop,-36.80677,175.06126,,Bus
1783883.8653,5924809.3186,435714,1122-2188dd98,1122,Rangihoua Onetangi Sports Park,,Stop,-36.80471,175.06128,,Bus
1785150.4303,5925423.5092,435715,1123-da46a7ec,1123,103 Onetangi Road,,Stop,-36.79893,175.07532,,Bus
1785146.1135,5925430.2631,435716,1124-a42996e2,1124,60 Onetangi Road,,Stop,-36.79887,175.07527,,Bus
1786338.0877,5926340.0652,435717,1125-b4949f75,1125,Garratt Road,,Stop,-36.79044,175.0884,,Bus
1783392.5615,5925622.4365,435718,1130-0986e64c,1130,Erua Road,,Stop,-36.79748,175.05558,,Bus
1783749.5755,5925080.8367,435719,1132-f96a1a12,1132,O'Brien Road,,Stop,-36.80229,175.05971,,Bus
1777758.8051,5927673.0352,435720,1134-3f27d794,1134,Matiatia Terminal,,Stop,-36.78008,174.99199,,Bus
1779204.4524,5927465.2112,435721,1138-eab89ed5,1138,Ocean View Road/Oneroa Village,,Stop,-36.78168,175.00823,,Bus
1783464.7261,5925574.2642,435722,1139-6ed6abb0,1139,Erua Road,,Stop,-36.7979,175.0564,,Bus
1779456.4407,5927050.3351,435723,1140-ae6737bf,1140,Matai Road,,Stop,-36.78537,175.01115,,Bus
1783735.1566,5925074.4873,435724,1141-881cd110,1141,O'Brien Road,,Stop,-36.80235,175.05955,,Bus
1779424.6644,5926897.8263,435725,1142-ee01122f,1142,Manuka Road,,Stop,-36.78675,175.01083,,Bus
1778403.6782,5927513.0655,435726,1143-adc3bbe2,1143,Owhanake Car Park,,Stop,-36.7814,174.99925,,Bus
1779460.3833,5926728.3585,435727,1144-04c6957e,1144,Blackpool Park,,Stop,-36.78827,175.01127,,Bus
1779704.6802,5926755.4067,435728,1146-7a7354b6,1146,Nikau Road,,Stop,-36.78798,175.014,,Bus
1779870.5435,5927042.7273,435729,1148-559d8d72,1148,Moa Avenue/Ocean View Road,,Stop,-36.78536,175.01579,,Bus
1779481.8952,5927241.826,435730,1150-f6690513,1150,Ocean View Road/Tui Street,,Stop,-36.78364,175.01139,,Bus
1779095.3789,5927500.7998,435731,1151-8c367565,1151,Waiheke Library,,Stop,-36.78138,175.007,,Bus
1780442.0457,5926794.2359,435732,1152-0345de43,1152,Frank Street,,Stop,-36.78749,175.02225,,Bus
1779220.7496,5927475.9688,435733,1153-cfdac820,1153,Ocean View Road/Oneroa Village,,Stop,-36.78158,175.00841,,Bus
1780539.742,5926390.3542,435734,1154-2c0ac8f9,1154,Tetley Road,,Stop,-36.79111,175.02344,,Bus
1779435.2027,5927271.6672,435735,1155-a7cc8152,1155,Ocean View Road/Tui Street,,Stop,-36.78338,175.01086,,Bus
1780739.2479,5926157.4727,435736,1156-0645db20,1156,Surfdale Shops,,Stop,-36.79317,175.02573,,Bus
1779425.3221,5927226.3659,435737,1157-a0b9c151,1157,Tui Street/Ocean View Road,,Stop,-36.78379,175.01076,,Bus
1780972.2756,5925948.2946,435738,1158-d676b0f4,1158,Hooks Lane,,Stop,-36.79501,175.02839,,Bus
1779450.5263,5927023.82,435739,1159-e80b9cc6,1159,Matai Road,,Stop,-36.78561,175.01109,,Bus
1781328.3325,5925732.0551,435740,1160-d1462525,1160,Donald Bruce Road,,Stop,-36.79689,175.03243,,Bus
1779407.9369,5926781.6303,435741,1161-4d497f11,1161,Rata Street,,Stop,-36.7878,175.01067,,Bus
1781490.3735,5925502.1699,435742,1162-59e1455a,1162,Shelley Beach Road,,Stop,-36.79893,175.0343,,Bus
1779640.6953,5926684.6053,435743,1163-a1b1346a,1163,Blackpool Park,,Stop,-36.78863,175.0133,,Bus
1779696.9337,5926726.7104,435744,1165-af22fc35,1165,Nikau Road,,Stop,-36.78824,175.01392,,Bus
1779781.4785,5926925.8361,435745,1167-4b49c69e,1167,15 Moa Avenue,,Stop,-36.78643,175.01482,,Bus
1779880.9915,5927072.4766,435746,1169-0e0279d7,1169,Moa Avenue/Ocean View Road,,Stop,-36.78509,175.0159,,Bus
1782745.6085,5925800.6016,435747,1170-67b965e8,1170,Waiheke War Memorial Hall,,Stop,-36.796,175.04829,,Bus
1779901.5601,5927116.4423,435748,1171-426cda32,1171,Moa Avenue,,Stop,-36.78469,175.01612,,Bus
1782258.9205,5925751.0734,435749,1172-e3f92098,1172,Belgium Street,,Stop,-36.79654,175.04285,,Bus
1780485.3035,5926771.1214,435750,1173-6204102e,1173,Frank Street,,Stop,-36.78769,175.02274,,Bus
1782531.8251,5926072.6894,435751,1174-d3199d4c,1174,Muritai Road,,Stop,-36.79359,175.04583,,Bus
1780546.3639,5926450.1535,435752,1175-070b704e,1175,Tetley Road,,Stop,-36.79057,175.0235,,Bus
1782733.5882,5926364.7416,435753,1176-081f8cb9,1176,Homai Street,,Stop,-36.79092,175.04802,,Bus
1780755.92,5926143.7996,435754,1177-bfbb2f29,1177,Surfdale Shops,,Stop,-36.79329,175.02592,,Bus
1782408.7183,5926786.8335,435755,1178-c2028e75,1178,Wilma Road,,Stop,-36.78718,175.04428,,Bus
1780931.6985,5925929.1754,435756,1179-eaafea3b,1179,Hooks Lane,,Stop,-36.79519,175.02794,,Bus
1782511.3375,5927076.5698,435757,1180-278eb411,1180,Hill Road,,Stop,-36.78455,175.04536,,Bus
1781336.2923,5925728.5559,435758,1181-aec9032a,1181,Donald Bruce Road,,Stop,-36.79692,175.03252,,Bus
1782493.1988,5927146.8878,435759,1182-654162f4,1182,Palm Road,,Stop,-36.78392,175.04514,,Bus
1781502.9596,5925506.3421,435760,1183-9601c704,1183,Shelley Beach Road,,Stop,-36.79889,175.03444,,Bus
1782570.142,5927488.2326,435761,1184-29429dcf,1184,Palm Beach Store,,Stop,-36.78083,175.04592,,Bus
1782104.1289,5925608.9691,435762,1185-1ee213c9,1185,Ostend Domain,,Stop,-36.79785,175.04115,,Bus
1782115.8523,5926952.9285,435763,1186-58bba566,1186,Cory Road,,Stop,-36.78574,175.04096,,Bus
1781798.5501,5926768.7745,435764,1188-5fdcacc7,1188,28 Junction Road,,Stop,-36.78746,175.03745,,Bus
1781160.2308,5927148.6466,435765,1190-2073c4e5,1190,Hauraki Road,,Stop,-36.78416,175.03021,,Bus
1782543.3901,5925820.4712,435766,1191-87715a7c,1191,Stop A Ostend,,Stop,-36.79586,175.04602,61046-e967ef22,Bus
1781482.4573,5927270.5599,435767,1192-9bfa2c84,1192,Pope's Corner,,Stop,-36.783,175.03379,,Bus
1782287.7194,5925803.7382,435768,1193-2e16e433,1193,Belgium Street,,Stop,-36.79606,175.04316,,Bus
1781418.3712,5927069.9037,435769,1194-b5b2cdd6,1194,18 Karaka Road,,Stop,-36.78482,175.03312,,Bus
1782526.0676,5926053.9426,435770,1195-8e46de66,1195,Muritai Road,,Stop,-36.79376,175.04577,,Bus
1782250.6773,5927455.0998,435771,1196-7de496f4,1196,Palm Beach,,Stop,-36.78119,175.04235,,Bus
1782695.9935,5926276.7463,435772,1197-49dd7082,1197,Homai Street,,Stop,-36.79172,175.04762,,Bus
1781067.4795,5926101.6734,435773,1198-ee3d7b02,1198,Wellington Road,,Stop,-36.79361,175.02942,,Bus
1782392.916,5926799.3813,435774,1199-2198ad06,1199,Wilma Road,,Stop,-36.78707,175.0441,,Bus
1781334.4233,5926354.6323,435775,1200-3cc2ca74,1200,Ocean Road,,Stop,-36.79128,175.03235,,Bus
1782505.3515,5927088.9078,435776,1201-6726e5ef,1201,Hill Road,,Stop,-36.78444,175.04529,,Bus
1780130.0225,5927069.444,435777,1202-af5b35b7,1202,Little Oneroa Beach,,Stop,-36.78507,175.01869,,Bus
1782587.3031,5927455.6755,435778,1203-cc05f091,1203,Palm Beach Store,,Stop,-36.78112,175.04612,,Bus
1780475.5982,5927114.3123,435779,1204-0d562752,1204,Queens Drive,,Stop,-36.7846,175.02255,,Bus
1782124.9585,5926919.4342,435780,1205-7eb3b90e,1205,Cory Road,,Stop,-36.78604,175.04107,,Bus
1780827.3566,5927240.0651,435781,1206-88a58c8b,1206,Hekerua Bay,,Stop,-36.7834,175.02646,,Bus
1781921.8249,5926813.8772,435782,1207-39da31a0,1207,Gulf Place,,Stop,-36.78703,175.03882,,Bus
1786330.7307,5926330.2355,435783,1208-557ccfcf,1208,Garratt Road Hail and Ride,,Stop,-36.79053,175.08832,,Bus
1781516.2903,5926720.3934,435784,1209-514c8299,1209,Pacific Parade,,Stop,-36.78795,175.0343,,Bus
1786624.6131,5926541.3794,435785,1210-6e40d4c6,1210,Belle Terrace,,Stop,-36.78857,175.09156,,Bus
1781479.2584,5926742.271,435786,1211-53d1b560,1211,Pacific Parade,,Stop,-36.78776,175.03388,,Bus
1786593.1127,5926529.8579,435787,1212-f5e6359f,1212,Belle Terrace Hail and Ride,,Stop,-36.78868,175.09121,,Bus
1781211.7562,5927136.4528,435788,1213-1c5a0f81,1213,Hauraki Road,,Stop,-36.78426,175.03079,,Bus
1785869.1238,5926574.5198,435789,1214-75f7eebf,1214,The Strand,,Stop,-36.78842,175.08309,,Bus
1781464.9819,5927246.5116,435790,1215-4feb76a2,1215,Pope's Corner,,Stop,-36.78322,175.0336,,Bus
1778391.0678,5927507.7792,435791,1216-a00b5076,1216,Owhanake Car Park,,Stop,-36.78145,174.99911,,Bus
1780701.5406,5924377.8462,435792,1217-44ce2eb7,1217,Kennedy Point Terminal,,Stop,-36.80921,175.02573,,Bus
1781458.3391,5926094.4791,435793,1219-ce8d8a1c,1219,31 Jellicoe Parade,,Stop,-36.7936,175.0338,,Bus
1780422.4281,5927133.1963,435794,1225-07bd0455,1225,Queens Drive,,Stop,-36.78444,175.02195,,Bus
1780137.677,5927093.702,435795,1229-22eed645,1229,Little Oneroa Beach,,Stop,-36.78485,175.01877,,Bus
1780872.8003,5927235.7721,435796,1231-6779f17b,1231,Hekerua Bay,,Stop,-36.78343,175.02697,,Bus
1764050.3261,5916532.438,435797,1300-68af0ac8,1300,Auckland Netball Centre,,Stop,-36.88293,174.84085,,Bus
1764032.6937,5916542.7671,435798,1301-1e3e3e82,1301,Auckland Netball Centre,,Stop,-36.88284,174.84065,,Bus
1756936.0186,5916936.3849,435799,1302-c49f1460,1302,Valley Road International Church,,Stop,-36.8805,174.76097,,Bus
1756324.0763,5920948.584,435800,1303-71a4458f,1303,Fanshawe Street,,Stop,-36.84445,174.75328,,Bus
1756313.2742,5920943.2331,435801,1304-5dae172a,1304,Fanshawe Street,,Stop,-36.8445,174.75316,,Bus
1763873.9274,5915845.4908,435802,1305-70b0dba6,1305,Stonefields Wetlands,,Stop,-36.88915,174.83902,,Bus
1763843.9266,5915861.6074,435803,1306-c1c30b23,1306,Stonefields Wetlands,,Stop,-36.88901,174.83868,,Bus
1764804.8622,5912224.7789,435804,1308-39ea5631,1308,Gabador Place,,Stop,-36.92161,174.85025,,Bus
1783476.729,5923601.5121,435805,1309-c30d2ec2,1309,Valley Road,,Stop,-36.81567,175.05701,,Bus
1756544.2657,5920795.8228,435806,1315-1e8f2b03,1315,Fanshawe Street/Victoria Park,,Stop,-36.84579,174.75578,,Bus
1764306.8301,5916056.8941,435807,1317-87b3edb9,1317,Stonemason Avenue,,Stop,-36.88717,174.84383,,Bus
1756608.7275,5920614.8457,435808,1319-b41ddf26,1319,Halsey Street/Victoria Park,,Stop,-36.84741,174.75654,,Bus
1757615.4856,5920841.5444,435809,1323-11a35a9a,1323,Britomart Customs Street East,,Stop,-36.8452,174.76778,,Bus
1756758.498,5920562.1478,435810,1324-5bb75ebb,1324,Hardinge Street,,Stop,-36.84786,174.75823,,Bus
1757489.0105,5920851.6531,435811,1325-8876cfe3,1325,Britomart Te Komititanga,,Stop,-36.84513,174.76636,,Bus
1764110.7197,5910107.2223,435812,1327-82347e1f,1327,Atkinson Avenue,,Stop,-36.94081,174.84292,,Bus
1758951.1745,5920383.8809,435813,1331-d75a7554,1331,Gladstone Road,,Stop,-36.8491,174.78285,,Bus
1757079.9502,5920290.9748,435814,1332-06829269,1332,SkyCity Auckland,,Stop,-36.85025,174.76189,,Bus
1763018.1712,5912040.6157,435815,1333-46bc7ff3,1333,Mutukaroa/Hamlins Hill,,Stop,-36.92358,174.83024,,Bus
1756589.8804,5920608.5333,435816,1334-c70b5c82,1334,Halsey Street/Victoria Park,,Stop,-36.84747,174.75633,,Bus
1763371.6099,5911282.4285,435817,1335-3de397cb,1335,Mount Richmond Drive,,Stop,-36.93035,174.83437,,Bus
1758954.2636,5920406.02,435818,1336-7e370ac5,1336,Gladstone Road,,Stop,-36.8489,174.78288,,Bus
1757684.9705,5920981.207,435819,1338-dcbe2e52,1338,Quay Street,,Stop,-36.84393,174.76853,11814-b1f9e8ce,Bus
1757501.2273,5920836.9993,435820,1342-6a382323,1342,Britomart Te Komititanga,,Stop,-36.84526,174.7665,,Bus
1758430.7076,5919065.1012,435821,1345-bd535613,1345,Auckland Museum,,Stop,-36.86107,174.77729,,Bus
1763817.1463,5910221.6639,435822,1348-52ae063c,1348,Huia Road,,Stop,-36.93983,174.8396,,Bus
1756261.0922,5920481.3939,435823,1349-1930ba18,1349,New World Victoria Park,,Stop,-36.84867,174.75267,,Bus
1764069.9032,5910115.7808,435824,1350-c09cf078,1350,Atkinson Avenue,,Stop,-36.94074,174.84246,,Bus
1763786.9427,5916559.7122,435825,1351-4c4b2215,1351,Ngahue Drive/Norman Lesser Drive,,Stop,-36.88273,174.83789,,Bus
1763460.2362,5910841.2059,435826,1352-2653dabc,1352,Otahuhu/Mount Richmond,,Stop,-36.93431,174.83546,,Bus
1758795.4521,5920307.9875,435827,1353-e4016241,1353,Strand Station,,Stop,-36.84981,174.78112,,Bus
1763050.7891,5912022.2313,435828,1354-0c1786ac,1354,Mutukaroa/Hamlins Hill,,Stop,-36.92374,174.83061,,Bus
1764150.098,5909840.0853,435829,1355-72782936,1355,Stop A Otahuhu Town Centre,,Stop,-36.94321,174.84342,51783-251ee183,Bus
1764190.6021,5909861.4997,435830,1356-0146ace9,1356,Stop B Otahuhu Town Centre,,Stop,-36.94301,174.84387,51783-251ee183,Bus
1763349.6752,5915796.7551,435831,1357-b1bf0b64,1357,New World Stonefields,,Stop,-36.88968,174.83315,,Bus
1758692.6822,5920393.1416,435832,1358-994edcb8,1358,Strand Station,,Stop,-36.84906,174.77995,,Bus
1763906.9897,5919969.1731,435833,1359-4beb2c35,1359,Holgate Road,,Stop,-36.85199,174.8385,,Bus
1765551.2647,5916140.4166,435834,1361-5422a231,1361,Pilkington Road/Tripoli Road,,Stop,-36.8862,174.85777,,Bus
1755800.606,5913459.0705,435835,1365-1f7e8816,1365,Mount Roskill School Campus,,Stop,-36.91202,174.74895,,Bus
1762802.3041,5913284.4966,435836,1366-0376f18d,1366,Aranui Road,,Stop,-36.91241,174.82755,,Bus
1754216.8588,5914190.4848,435837,1367-3a7db0a1,1367,Denny Avenue,,Stop,-36.90569,174.73103,,Bus
1755236.9131,5913678.0373,435838,1369-92f60298,1369,Somerset Road,,Stop,-36.91014,174.74258,,Bus
1765345.021,5911773.6483,435839,1370-2c9f39ec,1370,Bernard Street,,Stop,-36.92558,174.85641,,Bus
1765662.0012,5911760.8106,435840,1372-1887ffc2,1372,Runa Place,,Stop,-36.92564,174.85997,,Bus
1760095.2267,5915059.5579,435841,1373-f43279eb,1373,Ferguson Avenue,,Stop,-36.89688,174.7968,,Bus
1765404.7989,5911457.2715,435842,1374-b3614b0b,1374,378 Panama Road,,Stop,-36.92842,174.85715,,Bus
1763437.0887,5916170.2153,435843,1375-2b78c975,1375,Lunn Avenue,,Stop,-36.8863,174.83405,,Bus
1764939.9337,5911425.2486,435844,1376-33920bb5,1376,Mataroa Road,,Stop,-36.92879,174.85194,,Bus
1763735.36,5915455.2613,435845,1377-0298cb8a,1377,47 Lunn Avenue,,Stop,-36.89269,174.83755,,Bus
1757169.515,5920697.7398,435846,1378-a2feea70,1378,Hobson Street,,Stop,-36.84657,174.76281,,Bus
1763719.9802,5916462.222,435847,1382-b77f15b5,1382,Ngahue Drive/Norman Lesser Drive,,Stop,-36.88362,174.83716,,Bus
1763376.9897,5916104.7773,435848,1384-2b4e6eb6,1384,Lunn Avenue,,Stop,-36.8869,174.83339,,Bus
1760340.7558,5913663.1614,435849,1385-c128f170,1385,Waitangi Road,,Stop,-36.90942,174.79985,,Bus
1763272.5942,5915868.1581,435850,1386-f26664a8,1386,Ngahue Drive,,Stop,-36.88905,174.83227,,Bus
1763678.9466,5915488.5343,435851,1388-f877663c,1388,50 Lunn Avenue,,Stop,-36.8924,174.83691,,Bus
1760437.2594,5913723.4921,435852,1390-dda03462,1390,Houpara Street,,Stop,-36.90886,174.80092,,Bus
1755822.3902,5913432.035,435853,1392-3a927a87,1392,Mount Roskill School Campus,,Stop,-36.91226,174.7492,,Bus
1754270.3219,5914140.6822,435854,1394-4430adae,1394,Denny Avenue,,Stop,-36.90613,174.73164,,Bus
1760077.3633,5915057.6746,435855,1396-f73c3747,1396,Ferguson Avenue,,Stop,-36.8969,174.7966,,Bus
1759822.6593,5914738.3886,435856,1400-b18cc57e,1400,Logan Campbell Retirement Village,,Stop,-36.89982,174.79381,,Bus
1759127.1688,5912204.3169,435857,1402-1a3bbe6b,1402,Dress Smart Onehunga,,Stop,-36.92277,174.78654,,Bus
1762404.3274,5920683.8663,435858,1403-65616714,1403,Bastion Point/Takaparawha,,Stop,-36.84581,174.8215,,Bus
1756124.7661,5917426.322,435859,1404-e4d1326d,1404,Stop D Valley Road Shops,,Stop,-36.87622,174.75177,11435-3c216b82,Bus
1759084.1411,5912190.6949,435860,1405-b086318a,1405,Dress Smart Onehunga,,Stop,-36.9229,174.78606,,Bus
1755231.1781,5917562.5359,435861,1406-34010f47,1406,Eden Park,,Stop,-36.87514,174.74172,,Bus
1754399.2727,5913585.6475,435862,1407-d15e530f,1407,Roma Road,,Stop,-36.91111,174.7332,,Bus
1765202.8572,5914819.7582,435863,1410-8824ddf4,1410,Panmure Library,,Stop,-36.89816,174.85415,,Bus
1757795.5501,5916314.5082,435864,1411-48828367,1411,Kohia Terrace School,,Stop,-36.88596,174.77074,,Bus
